source_row,slice,region_id,class,cnn2,cnn3,dense_fc,random_forest,mean_confidence,min_confidence,model_disagreement,n_correct,n_models,hardness_rank_key
13604,recon_00006.tiff,266602,2,0.4471587538719177,0.13669313490390778,0.20466922223567963,0.0225,0.7972447222471237,0.5528412461280823,0.4246587538719177,0,4,40.871817507743835
6986,recon_00006.tiff,115630,2,0.35383737087249756,0.32907992601394653,0.4559900462627411,0.04209999999999999,0.7047481567621231,0.5440099239349365,0.4138900462627411,0,4,40.86988012232781
6784,recon_00006.tiff,112504,1,0.5620291233062744,0.9061942100524902,0.7394457459449768,0.8628904761904764,0.7676398888735545,0.5620291233062744,0.3441650867462158,0,4,40.78213596343994
13439,recon_00006.tiff,264370,1,0.8838959336280823,0.8655939698219299,0.5769209861755371,0.6652261904761906,0.747909270025435,0.5769209861755371,0.30697494745254517,0,4,40.73005396127701
6508,recon_00006.tiff,108217,2,0.32429805397987366,0.21306957304477692,0.3781130015850067,0.43873809523809526,0.6614453227633521,0.5612619047619047,0.22566852219331834,0,4,40.66440661743141
13425,recon_00006.tiff,264079,1,0.8458383679389954,0.9689467549324036,0.8315821290016174,0.6547333333333333,0.8252751463015874,0.6547333333333333,0.3142134215990703,0,4,40.65948008826574
13408,recon_00006.tiff,263663,1,0.7636679410934448,0.840376615524292,0.620294451713562,0.7024,0.7316847520828247,0.620294451713562,0.22008216381072998,0,4,40.59978771209717
13282,recon_00006.tiff,261278,1,0.7874624133110046,0.9503278732299805,0.8959254026412964,0.678254761904762,0.8279926127717608,0.678254761904762,0.2720731113252185,0,4,40.59381834942046
13409,recon_00006.tiff,263664,1,0.6926114559173584,0.7841575145721436,0.9643486142158508,0.6961000000000002,0.7843043961763383,0.6926114559173584,0.27173715829849243,0,4,40.579125702381134
13417,recon_00006.tiff,263918,1,0.6946955919265747,0.7806231379508972,0.9083663821220398,0.7565142857142857,0.7850498494284494,0.6946955919265747,0.2136707901954651,0,4,40.51897519826889
13402,recon_00006.tiff,263579,1,0.7481008768081665,0.9060907363891602,0.8123745322227478,0.8844666666666666,0.8377582030216852,0.7481008768081665,0.15798985958099365,0,4,40.40988898277283
5829,recon_00006.tiff,91756,2,0.148090198636055,0.007492790464311838,0.174768328666687,0.09831904761904763,0.8928324148234867,0.825231671333313,0.16727553820237517,0,4,40.34204386686906
13540,recon_00006.tiff,265762,2,0.3017883002758026,0.07024717330932617,0.472667932510376,0.7049571428571428,0.7150634267398289,0.527332067489624,0.6347099695478167,1,4,31.107377902058193
6900,recon_00006.tiff,113917,2,0.2783758044242859,0.26414409279823303,0.6393212080001831,0.4714333333333332,0.6563420018116634,0.5285666666666669,0.3751771152019501,1,4,30.846610448535284
6544,recon_00006.tiff,108577,1,0.6434289216995239,0.7061811089515686,0.44484639167785645,0.5468619047619048,0.6129063859337852,0.5468619047619048,0.26133471727371216,1,4,30.714472812511808
6564,recon_00006.tiff,108922,2,0.4324508309364319,0.4137081801891327,0.5327454805374146,0.4750087301587299,0.5528944273626994,0.5249912698412701,0.11903730034828186,1,4,30.594046030507013
7446,recon_00006.tiff,128879,2,0.1597175896167755,0.4734371304512024,0.9905099272727966,0.8170999999999999,0.7936138092517853,0.5265628695487976,0.8307923376560211,2,4,21.304229468107224
8304,recon_00006.tiff,150254,2,0.36643558740615845,0.29801487922668457,0.524224042892456,0.8794714285714287,0.6848112512077604,0.524224042892456,0.5814565493447441,2,4,21.057232506452287
6441,recon_00006.tiff,106713,1,0.5521597862243652,0.6890538930892944,0.08330553770065308,0.10133333333333333,0.7641437020699183,0.5521597862243652,0.6057483553886414,2,4,21.053588569164276
8862,recon_00006.tiff,164863,2,0.493642657995224,0.6149080991744995,0.5015800595283508,0.22747142857142863,0.5988435105834689,0.5015800595283508,0.38743667060307085,2,4,20.88585661107472
6414,recon_00006.tiff,106017,1,0.573981523513794,0.6154914498329163,0.3303159475326538,0.2754761904761905,0.6459202088344664,0.573981523513794,0.3400152593567258,2,4,20.76603373584293
6663,recon_00006.tiff,110550,1,0.447919100522995,0.6029198169708252,0.5259155035018921,0.35648571428571435,0.5811076189654214,0.5259155035018921,0.24643410268511085,2,4,20.72051859918322
8047,recon_00006.tiff,144557,2,0.10570909827947617,0.6836567521095276,0.5432931184768677,0.8977571428571431,0.7547494843789511,0.5432931184768677,0.792048044577667,3,4,11.2487549261008
6677,recon_00006.tiff,110694,2,0.15967462956905365,0.6467532515525818,0.9939153790473938,0.8588619047619046,0.8349639727229163,0.6467532515525818,0.8342407494783401,3,4,11.187487497925758
10196,recon_00006.tiff,196623,2,0.4146234095096588,0.9943101406097412,0.5453807711601257,0.8945333333333334,0.754900216348966,0.5453807711601257,0.5796867311000824,3,4,11.034305959939957
6237,recon_00006.tiff,101804,1,0.5466011762619019,0.16117770969867706,0.09393365681171417,0.0,0.8228724598884583,0.5466011762619019,0.5466011762619019,3,4,11.0
7150,recon_00006.tiff,119228,1,0.5317226648330688,0.29745540022850037,0.4286671578884125,0.0,0.7014000117778778,0.5317226648330688,0.5317226648330688,3,4,11.0
7135,recon_00006.tiff,119001,1,0.5225359201431274,0.0600275881588459,0.032323967665433884,0.0,0.8575460910797119,0.5225359201431274,0.5225359201431274,3,4,11.0
7144,recon_00006.tiff,119127,1,0.5143989324569702,0.253532350063324,0.40341463685035706,0.0,0.7143629938364029,0.5143989324569702,0.5143989324569702,3,4,11.0
7136,recon_00006.tiff,119002,1,0.5034908652305603,0.22794675827026367,0.4169175922870636,0.0,0.7146566361188889,0.5034908652305603,0.5034908652305603,3,4,11.0
6104,recon_00006.tiff,97777,1,0.038538847118616104,0.516510009765625,0.010499787516891956,0.001,0.8666178402900696,0.516510009765625,0.515510009765625,3,4,10.999
6964,recon_00006.tiff,115174,1,0.5052915811538696,0.35056552290916443,0.1507200449705124,0.0016666666666666666,0.7505848254760106,0.5052915811538696,0.5036249144872029,3,4,10.998333333333333
7224,recon_00006.tiff,120884,1,0.5038100481033325,0.04780321940779686,0.04477427154779434,0.0026666666666666666,0.8521414661010106,0.5038100481033325,0.5011433814366658,3,4,10.997333333333334
7082,recon_00006.tiff,117750,2,0.5155081748962402,0.9751777648925781,0.4632844030857086,0.9453333333333334,0.7431837249596913,0.5155081748962402,0.5118933618068695,3,4,10.99638518691063
6382,recon_00006.tiff,105284,1,0.6011045575141907,0.16648706793785095,0.08224674314260483,0.0036666666666666666,0.8371760180791219,0.6011045575141907,0.597437890847524,3,4,10.996333333333332
6719,recon_00006.tiff,111381,1,0.5220558047294617,0.2552960216999054,0.1776427924633026,0.0055,0.7709042476415634,0.5220558047294617,0.5165558047294617,3,4,10.9945
13762,recon_00006.tiff,269193,1,0.519415557384491,0.23908750712871552,0.25623390078544617,0.0188,0.7513235261917114,0.519415557384491,0.5006155573844909,3,4,10.9812
6899,recon_00006.tiff,113916,1,0.5032997131347656,0.3283470571041107,0.10340584814548492,0.0335,0.7595116982460022,0.5032997131347656,0.46979971313476565,3,4,10.9665
14335,recon_00006.tiff,289963,1,0.25714775919914246,0.09068406373262405,0.5274895429611206,0.046799999999999994,0.783214424419403,0.5274895429611206,0.4806895429611206,3,4,10.9532
5463,recon_00006.tiff,85165,2,0.2838244140148163,0.9531537294387817,0.8163641095161438,0.7620857142857141,0.8119447773558752,0.7161755561828613,0.6693293154239655,3,4,10.953153759241104
14334,recon_00006.tiff,289952,1,0.16338735818862915,0.20756500959396362,0.5153892636299133,0.05886666666666666,0.7713925572951634,0.5153892636299133,0.45652259696324665,3,4,10.941133333333333
0,recon_00006.tiff,0,1,0.061157841235399246,0.285317987203598,0.5384997129440308,0.14879285714285714,0.7608077540465763,0.5384997129440308,0.4773418717086315,3,4,10.9388421587646
7057,recon_00006.tiff,117179,2,0.4815884530544281,0.6445916891098022,0.5218611359596252,0.9090333333333332,0.6484744188865026,0.5184115171432495,0.42744488027890515,3,4,10.909033363135656
14325,recon_00006.tiff,288151,1,0.2532283365726471,0.10072354972362518,0.5013819932937622,0.24107619047619044,0.7265884828556152,0.5013819932937622,0.400658443570137,3,4,10.899276450276375
4005,recon_00006.tiff,59422,1,0.526600182056427,0.3152283728122711,0.17818273603916168,0.11293095238095237,0.7300645413818814,0.526600182056427,0.41366922967547465,3,4,10.887069047619047
14322,recon_00006.tiff,284250,1,0.27983278036117554,0.13920177519321442,0.5692664384841919,0.12790952380952383,0.7555805935053599,0.5692664384841919,0.4413569146746681,3,4,10.872090476190476
2,recon_00006.tiff,57,1,0.3344198763370514,0.13797830045223236,0.5441760420799255,0.19689999999999994,0.7187194700479508,0.5441760420799255,0.4061977416276932,3,4,10.862021699547768
6844,recon_00006.tiff,113232,1,0.660698413848877,0.36092332005500793,0.16041778028011322,0.1658714285714286,0.7433714749608721,0.6390767097473145,0.5002806335687637,3,4,10.86120392382145
6405,recon_00006.tiff,105879,1,0.5616707801818848,0.35757458209991455,0.14754948019981384,0.1779238095238095,0.7196557196390061,0.5616707801818848,0.4141212999820709,3,4,10.852450519800186
14328,recon_00006.tiff,289851,1,0.4328925907611847,0.1536075621843338,0.5375885367393494,0.17770476190476192,0.6933459166481382,0.5375885367393494,0.38398097455501556,3,4,10.846392437815666
7162,recon_00006.tiff,119453,1,0.5038958787918091,0.39476868510246277,0.4806603491306305,0.1551333333333333,0.6183333778063456,0.5038958787918091,0.3487625454584758,3,4,10.844866666666666
6822,recon_00006.tiff,112967,1,0.534561038017273,0.15563541650772095,0.25233194231987,0.33545,0.69778591234684,0.534561038017273,0.378925621509552,3,4,10.844364583492279
6898,recon_00006.tiff,113914,1,0.5118279457092285,0.20757751166820526,0.21658439934253693,0.17392619047619046,0.728434961055574,0.5118279457092285,0.33790175523303806,3,4,10.826073809523809
6750,recon_00006.tiff,111958,1,0.5898570418357849,0.17924372851848602,0.18989388644695282,0.2410880952380953,0.7449078254574821,0.5898570418357849,0.4106133133172989,3,4,10.820756271481514
8,recon_00006.tiff,2649,1,0.34133002161979675,0.25575900077819824,0.5611985921859741,0.3370333333333333,0.6567690516630809,0.5611985921859741,0.3054395914077759,3,4,10.744240999221802
6221,recon_00006.tiff,101363,2,0.5837297439575195,0.733378529548645,0.45295020937919617,0.6229190476190477,0.6217692704859235,0.5470497608184814,0.28042832016944885,3,4,10.733378559350967
