source_row,slice,region_id,class,cnn2,cnn3,dense_fc,random_forest,mean_confidence,min_confidence,model_disagreement,n_correct,n_models,hardness_rank_key
17927,recon_00100.tiff,111593,1,0.6013110876083374,0.9565916061401367,0.9999715089797974,0.992,0.8874685506820679,0.6013110876083374,0.39866042137145996,0,4,40.79734933376312
19777,recon_00100.tiff,166443,1,0.6140069961547852,0.9715936183929443,0.7690612077713013,0.8259000000000003,0.7951404555797578,0.6140069961547852,0.3575866222381592,0,4,40.743579626083374
4395,recon_00026.tiff,62926,2,0.32579174637794495,0.33282580971717834,0.23884619772434235,0.3762666666666667,0.6815674135049183,0.6237333333333333,0.13742046894232435,0,4,40.51368713560899
29583,recon_00086.tiff,127775,2,0.25076961517333984,0.09348256140947342,0.8455919623374939,0.4446396103896103,0.7641750457039127,0.5553603896103897,0.7521094009280205,1,4,31.196749011317632
4256,recon_00026.tiff,59557,2,0.1260971873998642,0.10972284525632858,0.8082755208015442,0.4858571428571427,0.7716495807341167,0.5141428571428572,0.6985526755452156,1,4,31.184409818402358
4468,recon_00026.tiff,64640,2,0.17643117904663086,0.1981373131275177,0.8100072145462036,0.4953809523809523,0.7350144499483563,0.5046190476190477,0.6335760354995728,1,4,31.128956987880525
4236,recon_00026.tiff,59181,2,0.13209600746631622,0.09910990297794342,0.86488938331604,0.23120476190476197,0.8506196851923352,0.7687952380952381,0.7657794803380966,1,4,30.99698424224286
4603,recon_00026.tiff,68487,2,0.27827906608581543,0.16435548663139343,0.8195636868476868,0.22466666666666668,0.7880656094153722,0.7217209339141846,0.6552082002162933,1,4,30.93348726630211
4195,recon_00026.tiff,58402,2,0.16647863388061523,0.10337910056114197,0.823903501033783,0.15146190476190474,0.8506459580069496,0.823903501033783,0.720524400472641,1,4,30.896620899438858
4400,recon_00026.tiff,63023,2,0.2049676924943924,0.107323557138443,0.5923856496810913,0.16703968253968254,0.7782636905530143,0.5923856496810913,0.4850620925426483,1,4,30.892676442861557
25266,recon_00086.tiff,40828,1,0.5300335884094238,0.41419878602027893,0.5209713578224182,0.5813126984126985,0.554529722106646,0.5209713578224182,0.16711391239241957,1,4,30.64614255457
20082,recon_00100.tiff,174557,2,0.38642603158950806,0.5274995565414429,0.41331520676612854,0.4988666666666665,0.5572229203303656,0.5011333333333334,0.14107352495193481,1,4,30.639940191618603
5974,recon_00026.tiff,95986,2,0.05833423510193825,0.08573698997497559,0.9503495097160339,0.5565349206349206,0.8407033022498327,0.5565349206349206,0.8920152746140957,2,4,21.335480353979175
8753,recon_00026.tiff,181905,2,0.4425146281719208,0.11372758448123932,0.9973478317260742,0.9958333333333333,0.8592347343762716,0.5574853420257568,0.8836202472448349,2,4,21.326134905219078
12704,recon_00100.tiff,17988,1,0.8326087594032288,0.19648005068302155,0.0018294662004336715,0.5107706349206349,0.7862674782949781,0.5107706349206349,0.8307792932027951,2,4,21.32000865828216
4462,recon_00026.tiff,64458,2,0.40661704540252686,0.12869620323181152,0.9732518792152405,0.7223317460317461,0.7900675941531621,0.5933829545974731,0.844555675983429,2,4,21.251172721385956
4363,recon_00026.tiff,62289,2,0.13485310971736908,0.06522095203399658,0.946922779083252,0.6446380952380952,0.8478716994172051,0.6446380952380952,0.8817018270492554,2,4,21.237063731811162
16788,recon_00100.tiff,81460,2,0.6472733020782471,0.025295542553067207,0.7279558777809143,0.45431190476190475,0.7239054298764184,0.5456880952380952,0.7026603352278471,2,4,21.156972239989752
18354,recon_00100.tiff,121321,1,0.21994610130786896,0.2970326244831085,0.9803689122200012,0.7424357142857145,0.8014564863545555,0.7029674053192139,0.7604228109121323,2,4,21.05745540559292
5758,recon_00026.tiff,92256,2,0.19161653518676758,0.08464621752500534,0.948864758014679,0.8362095238095238,0.8772028804154623,0.8083834648132324,0.8642185404896736,2,4,21.05583507567644
12470,recon_00100.tiff,15644,2,0.3928552269935608,0.36028948426246643,0.9138477444648743,0.5223952380952381,0.6707745752766019,0.5223952380952381,0.5535582602024078,2,4,21.03116302210717
8759,recon_00026.tiff,182088,1,0.5751919746398926,0.5962895154953003,0.0012544499477371573,0.02766666666666667,0.7856400960286458,0.5751919746398926,0.5950350655475631,2,4,21.01984309090767
0,recon_00026.tiff,0,1,0.7646684050559998,0.8674115538597107,0.08612517267465591,0.13665238095238097,0.8523255957342329,0.7646684050559998,0.7812863811850548,2,4,21.016617976129055
18201,recon_00100.tiff,116920,2,0.4391236901283264,0.20392799377441406,0.7761441469192505,0.6910506493506493,0.7060357780917899,0.5608763098716736,0.5722161531448364,2,4,21.011339843273163
29723,recon_00086.tiff,131969,2,0.5235455632209778,0.5251427888870239,0.0006010941579006612,0.34398095238095244,0.6760265717211223,0.5235455632209778,0.5245416947291233,2,4,21.000996131508145
5898,recon_00026.tiff,94288,1,0.5654280781745911,0.5298759937286377,0.0519188828766346,0.09,0.7383463019132614,0.5298759937286377,0.5135091952979565,2,4,20.98363320156932
8579,recon_00026.tiff,176809,1,0.35186663269996643,0.8113040328025818,0.7441034913063049,0.22690238095238102,0.7441596350647154,0.648133397102356,0.5844016518502008,2,4,20.936268254747844
19788,recon_00100.tiff,166672,1,0.36104828119277954,0.6025570631027222,0.728186309337616,0.21521666666666672,0.688619606145223,0.6025570631027222,0.5129696426709492,2,4,20.910412579568227
11459,recon_00100.tiff,0,1,0.674745500087738,0.6990569829940796,0.3043866455554962,0.20090952380952384,0.71712658587978,0.674745500087738,0.4981474591845557,2,4,20.823401959096817
25232,recon_00086.tiff,40567,1,0.5755553245544434,0.3429999053478241,0.6671680212020874,0.48452857142857136,0.6037987097944533,0.5154714285714286,0.3241681158542633,2,4,20.808696687282836
25295,recon_00086.tiff,40998,1,0.500415563583374,0.38809677958488464,0.40236854553222656,0.5933460317460317,0.5758240601024931,0.500415563583374,0.2052492521611471,2,4,20.70483368857777
5094,recon_00026.tiff,77767,2,0.5992626547813416,0.9478740096092224,0.03862445801496506,0.6679848484848485,0.7941242618524667,0.5992626547813416,0.9092495515942574,3,4,11.309986896812916
25294,recon_00086.tiff,40997,1,0.4506740868091583,0.8424543738365173,0.005549491383135319,0.06786666666666666,0.8295910399278005,0.5493259429931641,0.836904882453382,3,4,11.287578939460218
