source_row,slice,region_id,class,cnn2,cnn3,dense_fc,random_forest,mean_confidence,min_confidence,model_disagreement,n_correct,n_models,hardness_rank_key
6986,recon_00006.tiff,115630,2,0.2479320615530014,0.27106979489326477,0.4475102424621582,0.0347,0.7496969789981842,0.5524897575378418,0.4128102424621582,0,4,40.860320484924316
6784,recon_00006.tiff,112504,1,0.5676853060722351,0.89887535572052,0.5558848977088928,0.8969809523809524,0.7298566279706501,0.5558848977088928,0.3429904580116272,0,4,40.787105560302734
13282,recon_00006.tiff,261278,1,0.8367246389389038,0.9604741334915161,0.6054357886314392,0.7041000000000001,0.7766836402654648,0.6054357886314392,0.3550383448600769,0,4,40.74960255622864
13604,recon_00006.tiff,266602,2,0.3635495901107788,0.13448739051818848,0.3751375675201416,0.029095238095238094,0.7744325534389133,0.6248624324798584,0.3460423294249035,0,4,40.721179896945046
6508,recon_00006.tiff,108217,2,0.28293517231941223,0.21701650321483612,0.46421322226524353,0.42864285714285716,0.6517980575391225,0.5357867479324341,0.2471967190504074,0,4,40.71140997111797
13409,recon_00006.tiff,263664,1,0.917204737663269,0.8104870319366455,0.972873330116272,0.6620476190476191,0.8406531796909514,0.6620476190476191,0.31082571106865287,0,4,40.64877809202103
13417,recon_00006.tiff,263918,1,0.7135486602783203,0.8276960849761963,0.5945489406585693,0.7443857142857143,0.7200448500497001,0.5945489406585693,0.23314714431762695,0,4,40.63859820365906
13425,recon_00006.tiff,264079,1,0.8591082692146301,0.9592377543449402,0.9538595080375671,0.6675021645021646,0.8599269240248255,0.6675021645021646,0.2917355898427756,0,4,40.624233425340606
13402,recon_00006.tiff,263579,1,0.7380291819572449,0.888516902923584,0.9240240454673767,0.9033000000000001,0.8634675325870514,0.7380291819572449,0.18599486351013184,0,4,40.44796568155289
5829,recon_00006.tiff,91756,2,0.029580997303128242,0.012749604880809784,0.03308376669883728,0.12730000000000005,0.9493213952064514,0.8726999999999999,0.11455039511919027,0,4,40.24185039511919
13540,recon_00006.tiff,265762,2,0.2607220709323883,0.11087685823440552,0.49319764971733093,0.7026166666666668,0.7094550219456355,0.5068023204803467,0.5917398084322613,1,4,31.084937487951915
13408,recon_00006.tiff,263663,1,0.8141309022903442,0.8729711174964905,0.2040524184703827,0.7048000000000001,0.7969623928785324,0.7048000000000001,0.6689186990261078,1,4,30.96411869902611
13439,recon_00006.tiff,264370,1,0.8803380131721497,0.8989955186843872,0.47641363739967346,0.6792238095238093,0.7455359334457488,0.5235863924026489,0.42258188128471375,1,4,30.898995488882065
6900,recon_00006.tiff,113917,2,0.26192113757133484,0.2559199929237366,0.5072305202484131,0.49605714285714286,0.6233330542734691,0.5039428571428571,0.2513105273246765,1,4,30.74736767018182
6544,recon_00006.tiff,108577,1,0.5555928945541382,0.6935446262359619,0.4949539303779602,0.5835428571428573,0.5844316118887493,0.5050460696220398,0.1985906958580017,1,4,30.693544626235962
6564,recon_00006.tiff,108922,2,0.5062617659568787,0.47204381227493286,0.3989075720310211,0.44955873015873016,0.5464379203236293,0.5062617659568787,0.10735419392585754,1,4,30.60109242796898
6441,recon_00006.tiff,106713,1,0.515536367893219,0.5926569104194641,0.05147339403629303,0.10013333333333332,0.7391466414610545,0.515536367893219,0.5411835163831711,2,4,21.025647148489952
8304,recon_00006.tiff,150254,2,0.4431610405445099,0.38944292068481445,0.9571123123168945,0.8928190476190476,0.754331857127235,0.5568389892578125,0.5676693916320801,2,4,21.010830402374268
8862,recon_00006.tiff,164863,2,0.5061455965042114,0.6166973114013672,0.4793342053890228,0.2090761904761905,0.6086081205595107,0.5061455965042114,0.40762112092517666,2,4,20.901475524420967
0,recon_00006.tiff,0,1,0.13331325352191925,0.3750710189342499,0.9979403614997864,0.13622222222222222,0.8383334629800585,0.6249289512634277,0.8646271079778671,3,4,11.23969815671444
8047,recon_00006.tiff,144557,2,0.18406076729297638,0.7124261856079102,0.9991063475608826,0.9018857142857145,0.857339373765673,0.7124261856079102,0.8150455802679062,3,4,11.102619394659996
7446,recon_00006.tiff,128879,2,0.23095856606960297,0.5450129508972168,0.6511602997779846,0.8386452380952384,0.7009649769499189,0.5450129508972168,0.6076866720256354,3,4,11.06267372112842
7162,recon_00006.tiff,119453,1,0.43185660243034363,0.6213615536689758,0.0026971532497555017,0.16236666666666666,0.756110271247228,0.568143367767334,0.6186644004192203,3,4,11.050521032651886
1,recon_00006.tiff,38,1,0.43131038546562195,0.6209121942520142,0.007556537166237831,0.1003,0.7704363053321839,0.5686895847320557,0.6133556570857763,3,4,11.04466607235372
